prompt,response,formula,expected_prop_val,after_alignn_prop_val,gen_material_str,gen_material_cif,Alexandria,Alexandria_id,MC3D,MC3D_id,OQMD,OQMD_id,JARVIS,JARVIS_id,MaterialsProject,MaterialsProject_id,Match_Found,Matched_Formula
"Below is a description of a superconductor material. Write a response that appropriately completes the request.

### Instruction:
Generate atomic structure description with lattice lengths, angles, coordinates and atom types.

### Input:
The chemical formula is HeAs. The  mbj_bandgap value is 4.583.

### Response:
","['Below is a description of a superconductor material. Write a response that appropriately completes the request.\n\n### Instruction:\nGenerate atomic structure description with lattice lengths, angles, coordinates and atom types.\n\n### Input:\nThe chemical formula is HeAs. The  mbj_bandgap value is 4.583.\n\n### Response:\n4.0 4.0 4.0\n60 60 59\nHe\n0.00 0.00 0.00\nAs\n0.25 0.25 0.25']",HeAs,4.583,,"4.0 4.0 4.0
60 60 59
He
0.00 0.00 0.00
As
0.25 0.25 0.25","# generated using pymatgen
data_HeAs
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.00000000
_cell_length_b   4.00000000
_cell_length_c   4.00000000
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   59.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   HeAs
_chemical_formula_sum   'He1 As1'
_cell_volume   44.90295912
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  He  He0  1  0.00000000  0.00000000  0.00000000  1
  As  As1  1  0.25000000  0.25000000  0.25000000  1
",,,,,,,,,,,,
"Below is a description of a superconductor material. Write a response that appropriately completes the request.

### Instruction:
Generate atomic structure description with lattice lengths, angles, coordinates and atom types.

### Input:
The chemical formula is HeB. The  mbj_bandgap value is 3.402.

### Response:
","['Below is a description of a superconductor material. Write a response that appropriately completes the request.\n\n### Instruction:\nGenerate atomic structure description with lattice lengths, angles, coordinates and atom types.\n\n### Input:\nThe chemical formula is HeB. The  mbj_bandgap value is 3.402.\n\n### Response:\n3.4 3.4 3.4\n120 120 89\nHe\n0.00 0.00 0.00\nB\n0.75 0.25 0.50']",HeB,3.402,,"3.4 3.4 3.4
120 120 89
He
0.00 0.00 0.00
B
0.75 0.25 0.50","# generated using pymatgen
data_HeB
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.40000000
_cell_length_b   3.40000000
_cell_length_c   3.40000000
_cell_angle_alpha   120.00000000
_cell_angle_beta   120.00000000
_cell_angle_gamma   89.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   HeB
_chemical_formula_sum   'He1 B1'
_cell_volume   28.02520221
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  He  He0  1  0.00000000  0.00000000  0.00000000  1
  B  B1  1  0.75000000  0.25000000  0.50000000  1
",,,,,,,,,,,,
"Below is a description of a superconductor material. Write a response that appropriately completes the request.

### Instruction:
Generate atomic structure description with lattice lengths, angles, coordinates and atom types.

### Input:
The chemical formula is HeCu. The  mbj_bandgap value is 4.719.

### Response:
","['Below is a description of a superconductor material. Write a response that appropriately completes the request.\n\n### Instruction:\nGenerate atomic structure description with lattice lengths, angles, coordinates and atom types.\n\n### Input:\nThe chemical formula is HeCu. The  mbj_bandgap value is 4.719.\n\n### Response:\n4.5 4.5 4.5\n33 33 33\nHe\n0.00 0.00 0.00\nCu\n0.50 0.50 0.50']",HeCu,4.719,,"4.5 4.5 4.5
33 33 33
He
0.00 0.00 0.00
Cu
0.50 0.50 0.50","# generated using pymatgen
data_HeCu
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.50000000
_cell_length_b   4.50000000
_cell_length_c   4.50000000
_cell_angle_alpha   33.00000000
_cell_angle_beta   33.00000000
_cell_angle_gamma   33.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   HeCu
_chemical_formula_sum   'He1 Cu1'
_cell_volume   24.05486930
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  He  He0  1  0.00000000  0.00000000  0.00000000  1
  Cu  Cu1  1  0.50000000  0.50000000  0.50000000  1
",,,,,,,,,,,,
"Below is a description of a superconductor material. Write a response that appropriately completes the request.

### Instruction:
Generate atomic structure description with lattice lengths, angles, coordinates and atom types.

### Input:
The chemical formula is HeP. The  mbj_bandgap value is 4.829.

### Response:
","['Below is a description of a superconductor material. Write a response that appropriately completes the request.\n\n### Instruction:\nGenerate atomic structure description with lattice lengths, angles, coordinates and atom types.\n\n### Input:\nThe chemical formula is HeP. The  mbj_bandgap value is 4.829.\n\n### Response:\n4.0 4.0 4.0\n109 109 109\nHe\n0.38 0.00 0.38\nHe\n0.62 0.62 0.62\nP\n-0.00 0.38 0.38\nP\n0.00 0.62 0.62']",HeP,4.829,,"4.0 4.0 4.0
109 109 109
He
0.38 0.00 0.38
He
0.62 0.62 0.62
P
-0.00 0.38 0.38
P
0.00 0.62 0.62","# generated using pymatgen
data_HeP
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.00000000
_cell_length_b   4.00000000
_cell_length_c   4.00000000
_cell_angle_alpha   109.00000000
_cell_angle_beta   109.00000000
_cell_angle_gamma   109.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   HeP
_chemical_formula_sum   'He2 P2'
_cell_volume   50.10832917
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  He  He0  1  0.38000000  0.00000000  0.38000000  1
  He  He1  1  0.62000000  0.62000000  0.62000000  1
  P  P2  1  -0.00000000  0.38000000  0.38000000  1
  P  P3  1  0.00000000  0.62000000  0.62000000  1
",,,,,,,,,,,,
"Below is a description of a superconductor material. Write a response that appropriately completes the request.

### Instruction:
Generate atomic structure description with lattice lengths, angles, coordinates and atom types.

### Input:
The chemical formula is HePb. The  mbj_bandgap value is 3.163.

### Response:
","['Below is a description of a superconductor material. Write a response that appropriately completes the request.\n\n### Instruction:\nGenerate atomic structure description with lattice lengths, angles, coordinates and atom types.\n\n### Input:\nThe chemical formula is HePb. The  mbj_bandgap value is 3.163.\n\n### Response:\n4.9 4.9 4.9\n135 135 64\nHe\n0.00 0.00 0.00\nPb\n0.75 0.25 0.50']",HePb,3.163,,"4.9 4.9 4.9
135 135 64
He
0.00 0.00 0.00
Pb
0.75 0.25 0.50","# generated using pymatgen
data_HePb
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.90000000
_cell_length_b   4.90000000
_cell_length_c   4.90000000
_cell_angle_alpha   135.00000000
_cell_angle_beta   135.00000000
_cell_angle_gamma   64.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   HePb
_chemical_formula_sum   'He1 Pb1'
_cell_volume   58.37594532
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  He  He0  1  0.00000000  0.00000000  0.00000000  1
  Pb  Pb1  1  0.75000000  0.25000000  0.50000000  1
",,,,,,,,,,,,
"Below is a description of a superconductor material. Write a response that appropriately completes the request.

### Instruction:
Generate atomic structure description with lattice lengths, angles, coordinates and atom types.

### Input:
The chemical formula is HeSn. The  mbj_bandgap value is 4.941.

### Response:
","['Below is a description of a superconductor material. Write a response that appropriately completes the request.\n\n### Instruction:\nGenerate atomic structure description with lattice lengths, angles, coordinates and atom types.\n\n### Input:\nThe chemical formula is HeSn. The  mbj_bandgap value is 4.941.\n\n### Response:\n4.8 4.8 4.9\n90 90 120\nHe\n0.00 0.00 0.00\nHe\n0.00 0.00 0.50\nSn\n0.33 0.67 0.25\nSn\n0.67 0.33 0.75']",HeSn,4.941,,"4.8 4.8 4.9
90 90 120
He
0.00 0.00 0.00
He
0.00 0.00 0.50
Sn
0.33 0.67 0.25
Sn
0.67 0.33 0.75","# generated using pymatgen
data_HeSn
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.80000000
_cell_length_b   4.80000000
_cell_length_c   4.90000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   HeSn
_chemical_formula_sum   'He2 Sn2'
_cell_volume   97.77080399
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  He  He0  1  0.00000000  0.00000000  0.00000000  1
  He  He1  1  0.00000000  0.00000000  0.50000000  1
  Sn  Sn2  1  0.33000000  0.67000000  0.25000000  1
  Sn  Sn3  1  0.67000000  0.33000000  0.75000000  1
",,,,,,,,,,,,
"Below is a description of a superconductor material. Write a response that appropriately completes the request.

### Instruction:
Generate atomic structure description with lattice lengths, angles, coordinates and atom types.

### Input:
The chemical formula is HeIn. The  mbj_bandgap value is 3.157.

### Response:
","['Below is a description of a superconductor material. Write a response that appropriately completes the request.\n\n### Instruction:\nGenerate atomic structure description with lattice lengths, angles, coordinates and atom types.\n\n### Input:\nThe chemical formula is HeIn. The  mbj_bandgap value is 3.157.\n\n### Response:\n4.7 4.7 4.7\n129 129 73\nHe\n0.34 0.34 -0.00\nHe\n0.66 0.66 -0.00\nIn\n0.16 0.84 0.50\nIn\n0.84 0.16 0.50']",HeIn,3.157,,"4.7 4.7 4.7
129 129 73
He
0.34 0.34 -0.00
He
0.66 0.66 -0.00
In
0.16 0.84 0.50
In
0.84 0.16 0.50","# generated using pymatgen
data_HeIn
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.70000000
_cell_length_b   4.70000000
_cell_length_c   4.70000000
_cell_angle_alpha   129.00000000
_cell_angle_beta   129.00000000
_cell_angle_gamma   73.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   HeIn
_chemical_formula_sum   'He2 In2'
_cell_volume   61.77378517
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  He  He0  1  0.34000000  0.34000000  -0.00000000  1
  He  He1  1  0.66000000  0.66000000  -0.00000000  1
  In  In2  1  0.16000000  0.84000000  0.50000000  1
  In  In3  1  0.84000000  0.16000000  0.50000000  1
",,,,,,,,,,,,
"Below is a description of a superconductor material. Write a response that appropriately completes the request.

### Instruction:
Generate atomic structure description with lattice lengths, angles, coordinates and atom types.

### Input:
The chemical formula is HeAg. The  mbj_bandgap value is 4.146.

### Response:
","['Below is a description of a superconductor material. Write a response that appropriately completes the request.\n\n### Instruction:\nGenerate atomic structure description with lattice lengths, angles, coordinates and atom types.\n\n### Input:\nThe chemical formula is HeAg. The  mbj_bandgap value is 4.146.\n\n### Response:\n4.6 4.6 4.6\n128 128 75\nHe\n0.98 0.98 -0.00\nHe\n0.26 0.76 0.50\nAg\n0.62 0.62 -0.00\nAg\n0.37 0.12 0.50']",HeAg,4.146,,"4.6 4.6 4.6
128 128 75
He
0.98 0.98 -0.00
He
0.26 0.76 0.50
Ag
0.62 0.62 -0.00
Ag
0.37 0.12 0.50","# generated using pymatgen
data_HeAg
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.60000000
_cell_length_b   4.60000000
_cell_length_c   4.60000000
_cell_angle_alpha   128.00000000
_cell_angle_beta   128.00000000
_cell_angle_gamma   75.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   HeAg
_chemical_formula_sum   'He2 Ag2'
_cell_volume   59.29829020
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  He  He0  1  0.98000000  0.98000000  -0.00000000  1
  He  He1  1  0.26000000  0.76000000  0.50000000  1
  Ag  Ag2  1  0.62000000  0.62000000  -0.00000000  1
  Ag  Ag3  1  0.37000000  0.12000000  0.50000000  1
",,,,,,,,,,,,
"Below is a description of a superconductor material. Write a response that appropriately completes the request.

### Instruction:
Generate atomic structure description with lattice lengths, angles, coordinates and atom types.

### Input:
The chemical formula is NeSi. The  mbj_bandgap value is 2.746.

### Response:
","['Below is a description of a superconductor material. Write a response that appropriately completes the request.\n\n### Instruction:\nGenerate atomic structure description with lattice lengths, angles, coordinates and atom types.\n\n### Input:\nThe chemical formula is NeSi. The  mbj_bandgap value is 2.746.\n\n### Response:\n3.9 3.9 3.9\n60 60 59\nNe\n0.00 0.00 0.00\nSi\n0.25 0.25 0.25']",NeSi,2.746,,"3.9 3.9 3.9
60 60 59
Ne
0.00 0.00 0.00
Si
0.25 0.25 0.25","# generated using pymatgen
data_NeSi
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.90000000
_cell_length_b   3.90000000
_cell_length_c   3.90000000
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   59.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NeSi
_chemical_formula_sum   'Ne1 Si1'
_cell_volume   41.61872863
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ne  Ne0  1  0.00000000  0.00000000  0.00000000  1
  Si  Si1  1  0.25000000  0.25000000  0.25000000  1
",,,,,,,,,,,,
"Below is a description of a superconductor material. Write a response that appropriately completes the request.

### Instruction:
Generate atomic structure description with lattice lengths, angles, coordinates and atom types.

### Input:
The chemical formula is NeO. The  mbj_bandgap value is 2.87.

### Response:
","['Below is a description of a superconductor material. Write a response that appropriately completes the request.\n\n### Instruction:\nGenerate atomic structure description with lattice lengths, angles, coordinates and atom types.\n\n### Input:\nThe chemical formula is NeO. The  mbj_bandgap value is 2.87.\n\n### Response:\n3.5 3.5 3.5\n60 60 60\nNe\n0.00 0.00 0.00\nO\n0.50 0.50 0.50']",NeO,2.87,,"3.5 3.5 3.5
60 60 60
Ne
0.00 0.00 0.00
O
0.50 0.50 0.50","# generated using pymatgen
data_NeO
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.50000000
_cell_length_b   3.50000000
_cell_length_c   3.50000000
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NeO
_chemical_formula_sum   'Ne1 O1'
_cell_volume   30.31720324
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ne  Ne0  1  0.00000000  0.00000000  0.00000000  1
  O  O1  1  0.50000000  0.50000000  0.50000000  1
",,,,,,,,,,,,
"Below is a description of a superconductor material. Write a response that appropriately completes the request.

### Instruction:
Generate atomic structure description with lattice lengths, angles, coordinates and atom types.

### Input:
The chemical formula is NeC. The  mbj_bandgap value is 4.359.

### Response:
","['Below is a description of a superconductor material. Write a response that appropriately completes the request.\n\n### Instruction:\nGenerate atomic structure description with lattice lengths, angles, coordinates and atom types.\n\n### Input:\nThe chemical formula is NeC. The  mbj_bandgap value is 4.359.\n\n### Response:\n3.3 3.3 3.3\n60 60 60\nNe\n0.00 0.00 0.00\nC\n0.75 0.75 0.75']",NeC,4.359,,"3.3 3.3 3.3
60 60 60
Ne
0.00 0.00 0.00
C
0.75 0.75 0.75","# generated using pymatgen
data_NeC
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.30000000
_cell_length_b   3.30000000
_cell_length_c   3.30000000
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NeC
_chemical_formula_sum   'Ne1 C1'
_cell_volume   25.41129640
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ne  Ne0  1  0.00000000  0.00000000  0.00000000  1
  C  C1  1  0.75000000  0.75000000  0.75000000  1
",,,,,,,,,,,,
"Below is a description of a superconductor material. Write a response that appropriately completes the request.

### Instruction:
Generate atomic structure description with lattice lengths, angles, coordinates and atom types.

### Input:
The chemical formula is NeN. The  mbj_bandgap value is 2.66.

### Response:
","['Below is a description of a superconductor material. Write a response that appropriately completes the request.\n\n### Instruction:\nGenerate atomic structure description with lattice lengths, angles, coordinates and atom types.\n\n### Input:\nThe chemical formula is NeN. The  mbj_bandgap value is 2.66.\n\n### Response:\n3.0 3.0 3.0\n60 60 60\nNe\n0.00 0.00 0.00\nN\n0.50 0.50 0.50']",NeN,2.66,,"3.0 3.0 3.0
60 60 60
Ne
0.00 0.00 0.00
N
0.50 0.50 0.50","# generated using pymatgen
data_NeN
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.00000000
_cell_length_b   3.00000000
_cell_length_c   3.00000000
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NeN
_chemical_formula_sum   'Ne1 N1'
_cell_volume   19.09188309
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ne  Ne0  1  0.00000000  0.00000000  0.00000000  1
  N  N1  1  0.50000000  0.50000000  0.50000000  1
",,,,,,,,,,,,
"Below is a description of a superconductor material. Write a response that appropriately completes the request.

### Instruction:
Generate atomic structure description with lattice lengths, angles, coordinates and atom types.

### Input:
The chemical formula is NeAl. The  mbj_bandgap value is 4.744.

### Response:
","['Below is a description of a superconductor material. Write a response that appropriately completes the request.\n\n### Instruction:\nGenerate atomic structure description with lattice lengths, angles, coordinates and atom types.\n\n### Input:\nThe chemical formula is NeAl. The  mbj_bandgap value is 4.744.\n\n### Response:\n5.5 5.5 3.5\n90 90 120\nNe\n0.33 0.67 0.00\nNe\n0.67 0.33 0.00\nAl\n0.00 0.00 0.50\nAl\n0.00 0.34 0.50\nAl\n0.66 0.66 0.50\nAl\n0.34 0.00 0.50']",NeAl,4.744,,"5.5 5.5 3.5
90 90 120
Ne
0.33 0.67 0.00
Ne
0.67 0.33 0.00
Al
0.00 0.00 0.50
Al
0.00 0.34 0.50
Al
0.66 0.66 0.50
Al
0.34 0.00 0.50","# generated using pymatgen
data_NeAl2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.50000000
_cell_length_b   5.50000000
_cell_length_c   3.50000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NeAl2
_chemical_formula_sum   'Ne2 Al4'
_cell_volume   91.69043963
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ne  Ne0  1  0.33000000  0.67000000  0.00000000  1
  Ne  Ne1  1  0.67000000  0.33000000  0.00000000  1
  Al  Al2  1  0.00000000  0.00000000  0.50000000  1
  Al  Al3  1  0.00000000  0.34000000  0.50000000  1
  Al  Al4  1  0.66000000  0.66000000  0.50000000  1
  Al  Al5  1  0.34000000  0.00000000  0.50000000  1
",,,,,,,,,,,,
"Below is a description of a superconductor material. Write a response that appropriately completes the request.

### Instruction:
Generate atomic structure description with lattice lengths, angles, coordinates and atom types.

### Input:
The chemical formula is NeGa. The  mbj_bandgap value is 4.365.

### Response:
","['Below is a description of a superconductor material. Write a response that appropriately completes the request.\n\n### Instruction:\nGenerate atomic structure description with lattice lengths, angles, coordinates and atom types.\n\n### Input:\nThe chemical formula is NeGa. The  mbj_bandgap value is 4.365.\n\n### Response:\n4.0 4.2 5.8\n90 90 90\nNe\n0.25 0.01 0.36\nNe\n0.75 0.99 0.64\nNe\n0.75 0.51 0.14\nNe\n0.25 0.49 0.86\nGa\n0.25 0.11 0.81\nGa\n0.75 0.89 0.19\nGa\n0.75 0.39 0.69\nGa\n0.25 0.61 0.31']",NeGa,4.365,,"4.0 4.2 5.8
90 90 90
Ne
0.25 0.01 0.36
Ne
0.75 0.99 0.64
Ne
0.75 0.51 0.14
Ne
0.25 0.49 0.86
Ga
0.25 0.11 0.81
Ga
0.75 0.89 0.19
Ga
0.75 0.39 0.69
Ga
0.25 0.61 0.31","# generated using pymatgen
data_NeGa
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.00000000
_cell_length_b   4.20000000
_cell_length_c   5.80000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NeGa
_chemical_formula_sum   'Ne4 Ga4'
_cell_volume   97.44000000
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ne  Ne0  1  0.25000000  0.01000000  0.36000000  1
  Ne  Ne1  1  0.75000000  0.99000000  0.64000000  1
  Ne  Ne2  1  0.75000000  0.51000000  0.14000000  1
  Ne  Ne3  1  0.25000000  0.49000000  0.86000000  1
  Ga  Ga4  1  0.25000000  0.11000000  0.81000000  1
  Ga  Ga5  1  0.75000000  0.89000000  0.19000000  1
  Ga  Ga6  1  0.75000000  0.39000000  0.69000000  1
  Ga  Ga7  1  0.25000000  0.61000000  0.31000000  1
",,,,,,,,,,,,
"Below is a description of a superconductor material. Write a response that appropriately completes the request.

### Instruction:
Generate atomic structure description with lattice lengths, angles, coordinates and atom types.

### Input:
The chemical formula is NeCd. The  mbj_bandgap value is 4.583.

### Response:
","['Below is a description of a superconductor material. Write a response that appropriately completes the request.\n\n### Instruction:\nGenerate atomic structure description with lattice lengths, angles, coordinates and atom types.\n\n### Input:\nThe chemical formula is NeCd. The  mbj_bandgap value is 4.583.\n\n### Response:\n3.7 3.7 3.7\n60 60 60\nNe\n0.00 0.00 0.00\nCd\n0.50 0.50 0.50']",NeCd,4.583,,"3.7 3.7 3.7
60 60 60
Ne
0.00 0.00 0.00
Cd
0.50 0.50 0.50","# generated using pymatgen
data_NeCd
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.70000000
_cell_length_b   3.70000000
_cell_length_c   3.70000000
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NeCd
_chemical_formula_sum   'Ne1 Cd1'
_cell_volume   35.81707979
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ne  Ne0  1  0.00000000  0.00000000  0.00000000  1
  Cd  Cd1  1  0.50000000  0.50000000  0.50000000  1
",,,,,,,,,,,,
"Below is a description of a superconductor material. Write a response that appropriately completes the request.

### Instruction:
Generate atomic structure description with lattice lengths, angles, coordinates and atom types.

### Input:
The chemical formula is NeTe. The  mbj_bandgap value is 3.224.

### Response:
","['Below is a description of a superconductor material. Write a response that appropriately completes the request.\n\n### Instruction:\nGenerate atomic structure description with lattice lengths, angles, coordinates and atom types.\n\n### Input:\nThe chemical formula is NeTe. The  mbj_bandgap value is 3.224.\n\n### Response:\n4.5 4.5 4.5\n60 60 60\nNe\n0.00 0.00 0.00\nTe\n0.50 0.50 0.50']",NeTe,3.224,,"4.5 4.5 4.5
60 60 60
Ne
0.00 0.00 0.00
Te
0.50 0.50 0.50","# generated using pymatgen
data_NeTe
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.50000000
_cell_length_b   4.50000000
_cell_length_c   4.50000000
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NeTe
_chemical_formula_sum   'Ne1 Te1'
_cell_volume   64.43510544
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ne  Ne0  1  0.00000000  0.00000000  0.00000000  1
  Te  Te1  1  0.50000000  0.50000000  0.50000000  1
",,,,,,,,,,,,
